fake_acctcode,segment,refresh_month,opt_in_date,fuel_only_parent_acct,cli_amount,fleetcor_open_datex,cityx,statex,zipx,term_daysx,due_daysx,lock_daysx,credit_limitx,lock_codex,lock_reasonx,lock_typex,deposit_flagx,portfolio,lob_reportingx,fleetcor_open_datey,cityy,statey,zipy,term_daysy,due_daysy,lock_daysy,credit_limity,lock_codey,lock_reasony,lock_typey,deposit_flagy,porfolio,lob_reportingy,snapshot_date,current_balance,unbilled_balance,days_past_due,bal_1_30,bal_31_60,bal_61_90,bal_90_plus,yearmonthx,ccs_grade,paydex,yearmonthy,nsf_amount,nsf_pmts,yearmonthxx,payment_amount,no_of_payment,yearmonthyy,credit_limitxx,fuel_net_rev,nonfuel_net_rev,net_fee_rev,tot_net_rev,yearmonthxxx,credit_limityy,gallons,fuel_spend,nonfuel_spend,tot_spend,quarter_refreshed,vantage_score,yearmonthyyy,wo_amount
152993,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,12-08-2022 08:13,TINLEY PARK,IL,60477,30,14,10,1000,I,BAD AGENCY,PERM LOCK,0,SWMC,NAP,01-10-2022,239.26,84.12,0,0,0,0,0,202211,X,0,202211,100,1,202211,100,1,202210,1000,1.123434,0,0,1.123434,202210,1000,102.05,398.71,0,398.71,2022Q4,4,202303,1149.65
178916,11,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-07-2018 11:27,REDLANDS,CA,92373,30,14,16,3000,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,853.78,0,0,0,0,0,202210,B,79,Unknown,0,0,202210,872.27,1,202210,3000,0.81,0,18.49,19.3,202210,3000,183.469,1009.95,0,1009.95,2022Q3,0,Unknown,0
236040,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,15-09-2022 10:45,CHICAGO,IL,60620,7,7,3,16000,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,202302,819.85,1,202302,2625.84,3,202301,16000,173.65,0,0,173.65,202301,16000,389.822,1823.77,0,1823.77,Unknown,0,202306,6188.88
252351,0,Unknown,11-08-2023,148964,25000,14-07-2023 09:51,EVANS,GA,30809,30,15,10,25000,B,Fraud / Suspicious Activity,PERM LOCK,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
172135,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,05-02-2016 11:34,COLE CAMP,MO,65325,14,10,16,1000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,B,22,Unknown,0,0,202212,404.48,1,202210,1000,1.52,0,168.93,170.45,202210,1000,40.88,145,0,145,2022Q3,734,Unknown,0
134026,60,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,26-01-2022 08:10,FITCHBURG,MA,1420,7,5,3,3500,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,01-10-2022,0,0,57,0,2880.73,0,0,202210,F,58,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202211,2880.73
195796,43,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,07-05-2021 10:59,MOUNT MORRIS,MI,48458,7,7,3,1000,M,NSF,TEMP LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,9,16,0,0,0,202210,D,65,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,625,202302,16
254409,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,21-04-1999,Unknown,Unknown,Unknown,30,7,5,300000,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,150262.96,0,0,0,0,0,202210,X,80,Unknown,0,0,202210,161382.1,1,202210,300000,133.65,0,15,148.65,202210,300000,28499.863,166081.2,52.98,166134.18,2022Q3,0,Unknown,0
214061,61,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,12-01-2022 10:36,MATTESON,IL,60443,14,10,9,5000,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,141,0,60.17,502.41,1301.8,202210,F,25,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202211,1864.38
152368,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,06-08-2022 08:29,TROY,VA,22974,30,14,3,200,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,01-10-2022,0,96.33,0,0,0,0,0,202212,B,73,Unknown,0,0,202210,137.77,1,202210,200,1.763892,0,0,1.763892,202210,200,22.35,75.38,0,75.38,2022Q4,602,Unknown,0
289177,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,14-01-2017 10:45,HOWELL,MI,48843,30,15,10,9800,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,01-10-2022,0,889.11,0,0,0,0,0,202210,A,78,Unknown,0,0,202210,2319.29,1,202210,9800,0.84825,0,24,24.84825,202210,9800,576.7,2516.88,0,2516.88,2022Q3,0,Unknown,0
177448,29,202208,25-11-2019,FUEL-ONLY PARENT ACCT,0,14-02-2018 10:33,JOPPA,MD,21085,7,4,3,1,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
294563,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,01-11-2017 10:12,DESOTO,TX,75115,7,7,5,12000,M,BANKRUPTCY,PERM LOCK,0,FMMC,NAL MC,01-12-2022,0,0,12,35,0,0,0,202210,F,6,Unknown,0,0,Unknown,0,0,202211,12000,0,0,35,35,Unknown,0,0,0,0,0,Unknown,0,202302,35
192697,50,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,09-03-2021 16:45,MADERA,CA,93636,7,7,3,14400,M,OTHER,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,B,66,Unknown,0,0,202212,518.63,1,202210,14400,7.44,0,9.25,16.69,202210,14400,30.847,200.47,0,200.47,2022Q3,664,Unknown,0
302304,18,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,28-11-2018 08:39,BERGEN,NY,14416,15,14,10,25000,A,Other,PERM LOCK,0,SWMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,C2,55,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
220866,60,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,29-03-2022 10:46,FLORENCE,SC,29505,7,7,9,5000,M,COLLECT,PERM LOCK,1,Fuelman,Fuelman,01-10-2022,0,0,109,0,92.63,1020.01,4586,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202210,5698.64
263068,38,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,02-06-2020 08:38,CRAIG,CO,81625,7,7,3,2000,S,S-LOCK,TEMP LOCK,1,FMMC,NAL MC,01-10-2022,377.95,0,0,0,0,0,0,202211,B,64,Unknown,0,0,202210,1360.47,1,202210,2000,45.46531,0,316.66,362.12531,202210,2000,402.676,1986.22,0,1986.22,2022Q3,0,Unknown,0
178915,44,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-07-2018 11:20,SCARSDALE,NY,10583,30,18,16,37800,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,0,3841.38,0,0,0,0,0,202210,B,77,Unknown,0,0,202210,6949.53,1,Unknown,0,0,0,0,0,202210,37800,1693.647,7906.17,0,7906.17,2022Q3,0,Unknown,0
111641,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,21-07-2020 08:48,BELFRY,KY,41514,30,21,18,54900,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,B,80,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
281805,7,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,06-04-2011 10:38,LAKE FOREST,CA,92630,0,14,18,5000,2,Fees,PERM LOCK,0,CVMC,NAP,01-10-2022,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
315197,13,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,09-11-2017 15:42,MONTGOMERY,AL,36124,30,14,10,4500,I,BAD AGENCY,PERM LOCK,0,UNMC,NAL MC,01-10-2022,1818.96,102.75,13,1819,0,0,0,202210,A,80,Unknown,0,0,Unknown,0,0,202210,4500,0,29.97,365.13,395.1,Unknown,0,0,0,0,0,2022Q3,724,202301,2620.14
248232,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,18-10-2023 15:32,TUSCALOOSA,AL,35405,14,10,10,8500,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202311,442.78,1,202310,8500,13.5,0,0,13.5,202310,8500,326.635,996.5,0,996.5,Unknown,0,Unknown,0
307901,18,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,18-04-2018 09:11,SAINT JOSEPH,MO,64502,30,14,45,7500,Z,UNLOCKED,UNLOCKED,0,CFMC,NAL MC,01-10-2022,0,0,0,0,0,0,0,202212,B,69,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
189329,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,25-11-2020 10:32,HEATH,OH,43056,30,1,24,13000,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,0,197.44,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,1319.48,1,Unknown,0,0,0,0,0,202210,13000,323.453,1409.38,0,1409.38,2022Q3,0,Unknown,0
201003,62,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,30-07-2021 16:02,BALTIMORE,MD,21239,30,15,10,19000,M,BAD AGENCY,PERM LOCK,0,BP,NAP,01-10-2022,0,0,0,0,0,0,0,202210,X,65,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
175040,29,202208,04-03-2019,FUEL-ONLY PARENT ACCT,0,01-05-2017 16:16,WILLIS,TX,77378,14,21,10,7000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
248746,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-11-2022 09:11,LONDONDERRY,NH,3053,15,15,10,600,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,01-12-2022,0,100,0,0,0,0,0,202212,X,0,Unknown,0,0,202304,50,1,202211,600,2.34,0,0,2.34,202211,600,24.29,100,0,100,Unknown,0,202307,478.6
314013,33,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,19-05-2017 11:59,Indianapolis,IN,46231,7,6,3,500,Z,UNLOCKED,UNLOCKED,1,UNMC,NAL MC,01-10-2022,84.34,0,0,0,0,0,0,202212,C1,80,Unknown,0,0,Unknown,0,0,202210,500,3.17,31.48,31.74,66.39,202210,500,35.01,135.16,-0.51,134.65,2022Q3,712,Unknown,0
213589,63,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,06-01-2022 11:22,Houston,TX,77085,30,10,9,1000,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,169,3.85,4.83,6.38,243.51,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,624,202212,266.29
237215,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,29-09-2022 15:35,ROSEVILLE,MI,48066,7,7,9,0,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,202302,0,-0.11,0,7.99,7.88,202301,0,28.873,100.88,0,100.88,2023Q1,0,202306,442.01
280219,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,15-12-2010 11:32,HUMBOLDT,TN,38343,30,15,18,15000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,01-10-2022,4759.74,794.74,0,0,0,0,0,202210,A,68,Unknown,0,0,202210,4759.74,1,202210,15000,57.31037355,0,10,67.31037355,202210,15000,1244.846,4278.49,0,4278.49,2022Q3,0,Unknown,0
246561,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,27-07-2023 15:39,LAKE CITY,MI,49651,7,7,10,2500,M,A/R REASON,PERM LOCK,0,Fuelman,Fuelman,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202308,3122.37,4,202308,2500,135.83,0,0,135.83,202308,2500,1296.326,5410.1,0,5410.1,Unknown,0,Unknown,0
133709,60,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,21-01-2022 08:10,PEORIA,IL,61604,30,14,10,1500,I,BAD AGENCY,PERM LOCK,0,SWMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,F,23,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
154817,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,01-09-2022 08:11,CLEARWATER,FL,33760,7,5,3,3000,I,BAD AGENCY,PERM LOCK,0,ARMC,NAP,01-10-2022,0,1508.94,0,273.93,0,0,0,202211,X,57,Unknown,0,0,202210,5706.41,3,202210,3000,38.214042,0,414.22,452.434042,202210,3000,1415.774,4788.99,268.05,5057.04,2022Q4,0,202309,1832.61
134483,58,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,31-01-2022 09:31,CLAYTON,MO,63105,30,14,10,1000,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,01-10-2022,0,0,90,0,87.99,624.41,496.18,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202211,1208.58
305152,62,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,23-01-2013 12:20,INDIANAPOLIS,IN,46259,30,9,18,1,Q,INACTIVE,PERM LOCK,0,UNMC,NAL MC,01-10-2022,54.47,0,219,0,12,6,30,202210,B,76,Unknown,0,0,Unknown,0,0,202210,1,0,0,6,6,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
258950,7,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,15-04-1993,Unknown,Unknown,Unknown,30,15,16,3000,M,OTHER,PERM LOCK,0,BP,NAP,01-10-2022,0,0,0,0,0,0,0,202211,A,74,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
181303,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,09-02-2019 11:02,GAITHERSBURG,MD,20877,30,14,7,6000,U,Unknown,UNLOCKED,0,MANNATEC,NAP,01-10-2022,0,1572.54,0,0,0,0,0,202210,X,0,Unknown,0,0,202210,1542.08,1,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
305691,39,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,07-07-2017 08:38,BRAMPTON,ON,L6R1M2,7,7,5,20000,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
145152,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,30-06-2022 08:13,MARYSVILLE,CA,95901,7,10,10,600,Z,UNLOCKED,UNLOCKED,0,ARMC,NAP,01-10-2022,0,205.56,8,9,0,0,0,202210,X,0,Unknown,0,0,202210,470.15,1,202210,600,-9.540804,0,144.63,135.089196,202210,600,175.856,1007.72,10.22,1017.94,2022Q4,644,Unknown,0
252229,0,Unknown,19-06-2023,203936,2500,10-05-2023 09:57,COLONIAL HEIGHTS,VA,23834,30,16,5,1480,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
198320,25,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,21-06-2021 16:39,SAINT LOUIS,MO,63121,30,10,10,15000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,B,80,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
149504,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,06-03-2003 16:35,Unknown,Unknown,Unknown,14,14,16,3500,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,294.33,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,2808.28,2,202210,3500,799.8,0,297.9782,1097.7782,202210,3500,539.658,1924.65,0,1924.65,2022Q3,0,Unknown,0
277966,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-05-2017 08:46,ERLANGER,KY,41018,30,21,10,1000,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,A,78,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,202310,1000,33.43,138.04,0,138.04,2022Q3,0,Unknown,0
233966,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,23-08-2022 16:01,DOUGLASVILLE,GA,30135,15,14,26,1400,M,PAYMNT PLN,PERM LOCK,0,BP,NAP,01-10-2022,238.8,58.02,0,0,0,0,0,202212,B,75,Unknown,0,0,202210,731.74,2,202210,1400,-4.5,0,10,5.5,202210,1400,120.198,432.05,0,432.05,2022Q4,754,Unknown,0
177913,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,28-03-2018 11:24,CLEAR LAKE,IA,50428,30,21,10,11760,U,Unknown,UNLOCKED,0,Kwik Trip,NAP,01-10-2022,0,3429.5,0,0,0,0,0,202210,X,80,Unknown,0,0,202211,6032.61,2,Unknown,0,0,0,0,0,202210,11760,704.038,2483.71,0.08,2483.79,2022Q3,0,Unknown,0
125115,49,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,07-09-2021 08:05,NEWARK,OH,43055,7,7,10,300,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,01-10-2022,0,0,59,0,75,0,0,202212,F,21,Unknown,0,0,202210,75,1,202210,300,0,0,12,12,202210,300,13.76,51.74,0,51.74,2022Q3,628,Unknown,0
213479,24,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,05-01-2022 10:39,MC KEES ROCKS,PA,15136,14,10,9,600,M,NSF,TEMP LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,X,80,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
304552,16,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,31-07-2019 08:45,SAINT CLOUD,MN,56302,30,20,18,45000,Z,UNLOCKED,UNLOCKED,0,KWMC,NAP,01-10-2022,0,14665.97,0,0,0,0,0,202210,B,55,Unknown,0,0,202210,17426.85,1,202210,45000,118.739534,0,0,118.739534,202210,45000,4209.496,17181.01,380.57,17561.58,2022Q3,0,Unknown,0
253628,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,13-09-2023 11:05,ROSEDALE,MD,21237,7,5,10,18500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202309,395.04,1,202309,18500,31.0997125,0,0,31.0997125,202309,18500,555.01,2314.16,0,2314.16,Unknown,0,Unknown,0
320250,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,23-08-2019 09:04,RANKIN,IL,60960,30,21,10,8000,Z,UNLOCKED,UNLOCKED,0,CSMC,NAP,01-10-2022,0,1023.19,0,0,0,0,0,202210,B,70,Unknown,0,0,202210,1310.67,1,202210,8000,100.278018,0,0,100.278018,202210,8000,521.127,2700.03,0,2700.03,2022Q3,807,Unknown,0
185217,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,03-01-2020 11:05,S SALT LAKE,UT,84115,30,30,45,40000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,5942.41,0,0,0,0,0,202212,B,70,Unknown,0,0,202211,11697.6,2,202210,40000,117.67,0,0,117.67,202210,40000,1482.678,6214.33,0,6214.33,2022Q3,0,Unknown,0
262486,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,08-09-2001,Unknown,Unknown,Unknown,30,10,16,41900,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,13694.67,0,0,0,0,0,202210,A,76,Unknown,0,0,202210,13150.86,1,202210,41900,829.63,0,6,835.63,202210,41900,3533.995,13500.52,0,13500.52,2022Q3,0,Unknown,0
187250,4,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,16-07-2020 10:46,TUCSON,AZ,85756,7,7,9,1000,M,COLLECT,PERM LOCK,1,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,D,47,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
222262,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,13-04-2022 15:52,Brooklyn,NY,11216,7,7,10,500,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,X,0,Unknown,0,0,202210,7.99,1,202303,500,1.67,0,0,1.67,202303,500,11.98,40,0,40,2022Q4,774,Unknown,0
118242,34,202208,25-03-2023,0,24600,11-05-2021 08:27,NEWARK,NJ,7102,30,14,10,24600,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
284792,3,202208,15-01-2020,0,28000,23-03-2013 10:00,NASHVILLE,TN,37211,30,14,18,8000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
269711,58,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,19-07-2022 09:30,WOODWAY,TX,76712,7,6,10,1000,Y,UNLOCKED,UNLOCKED,0,CEMC,NAP,01-10-2022,541.34,476.7,44,471,70,0,0,202210,A,77,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q4,677,Unknown,0
