fake_acctcode,segment,refresh_month,opt_in_date,fuel_only_parent_acct,cli_amount,fleetcor_open_datex,cityx,statex,zipx,term_daysx,due_daysx,lock_daysx,credit_limitx,lock_codex,lock_reasonx,lock_typex,deposit_flagx,portfolio,lob_reportingx,fleetcor_open_datey,cityy,statey,zipy,term_daysy,due_daysy,lock_daysy,credit_limity,lock_codey,lock_reasony,lock_typey,deposit_flagy,porfolio,lob_reportingy,snapshot_date,current_balance,unbilled_balance,days_past_due,bal_1_30,bal_31_60,bal_61_90,bal_90_plus,yearmonthx,ccs_grade,paydex,yearmonthy,nsf_amount,nsf_pmts,yearmonthxx,payment_amount,no_of_payment,yearmonthyy,credit_limitxx,fuel_net_rev,nonfuel_net_rev,net_fee_rev,tot_net_rev,yearmonthxxx,credit_limityy,gallons,fuel_spend,nonfuel_spend,tot_spend,quarter_refreshed,vantage_score,yearmonthyyy,wo_amount
152642,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,10-08-2022 08:10,NORTH LAUDERDALE,FL,33068,30,21,10,500,I,BAD AGENCY,PERM LOCK,0,FMMC,CorpayOne,01-10-2022,12,0,0,0,0,0,0,202211,X,0,Unknown,0,0,202211,23.88,1,202210,500,5.572252,0,0,5.572252,202210,500,0,0,438.76,438.76,2022Q4,658,202309,473.57
312637,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,14-12-2017 13:57,JACKSONVILLE,FL,32239,30,14,18,27500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,01-10-2022,0,1203.51,0,0,0,0,0,202210,B,79,Unknown,0,0,202210,1833.17,1,202210,27500,24.49913044,0,66,90.49913044,202210,27500,530.892,1719.79,64.47,1784.26,2022Q3,846,Unknown,0
112137,42,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,04-09-2020 08:28,PRINCE GEORGE,BC,V2K5W6,30,14,18,3375,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
207573,33,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,17-10-2021 15:37,ATLANTA,GA,30309,14,10,16,5000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,0,1,77,0,0,0,202210,C1,78,Unknown,0,0,202210,77,1,202210,5000,1.31,0,141.23,142.54,202210,5000,14.114,46,0,46,2022Q3,0,Unknown,0
173058,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,16-07-2016 11:39,HARTSELLE,AL,35640,14,10,5,49000,U,Unknown,UNLOCKED,0,CHEVRON_US,NAP,01-10-2022,0,16209.11,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202210,31979.32,2,202210,49000,3585.01,0,112,3697.01,202210,49000,4078.552,19616.15,0,19616.15,2022Q3,800,Unknown,0
194597,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,15-04-2021 10:56,FULTON,MS,38843,30,30,23,136500,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,44183.74,0,0,0,0,0,202210,A,79,Unknown,0,0,202210,38681.06,1,202210,136500,483.82,0,0,483.82,202210,136500,10054.007,46365.66,0,46365.66,2022Q3,0,Unknown,0
147313,0,Unknown,07-10-2019,FUEL-ONLY PARENT ACCT,0,28-08-2008 14:49,Unknown,Unknown,Unknown,30,14,7,1000,M,Inactive,PERM LOCK,0,ARCO,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
303009,44,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,05-12-2015 08:45,MURFREESBORO,TN,37129,7,6,3,1900,Z,UNLOCKED,UNLOCKED,0,UNMC,NAL MC,01-10-2022,-566.42,343.88,0,0,0,0,0,202210,C1,72,Unknown,0,0,Unknown,0,0,202210,1900,69.21,31.41,386.29,486.91,202210,1900,707.06,3139.28,56.39,3195.67,2022Q3,0,Unknown,0
190574,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,14-01-2021 16:20,ALBERT LEA,MN,56007,30,21,10,4000,U,Unknown,UNLOCKED,0,Kwik Trip,NAP,01-10-2022,0,160.16,0,0,0,0,0,202211,B,73,Unknown,0,0,202210,157.96,1,Unknown,0,0,0,0,0,202210,4000,82.902,301.34,0,301.34,2022Q3,0,Unknown,0
255805,42,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,06-01-2004,Unknown,Unknown,Unknown,30,14,16,1300,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,323.61,0,0,0,0,0,202210,O,0,Unknown,0,0,202210,547.9,1,202210,1300,0.9,0,156.74,157.64,202210,1300,93.227,577.79,0,577.79,2022Q3,0,Unknown,0
157569,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,05-10-2022 08:18,MILILANI,HI,96789,15,13,18,150,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,01-12-2022,0,100.03,0,0,0,0,0,202212,X,0,Unknown,0,0,202211,100.04,2,202211,150,2.254885,0,0,2.254885,202211,150,19.164,100.03,0,100.03,2023Q1,0,Unknown,0
273746,11,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-03-2017 09:55,SYLVAN LAKE,MI,48320,30,15,10,4000,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,01-10-2022,0,135.5,0,0,0,0,0,202210,B,79,Unknown,0,0,202210,573.21,1,202210,4000,3.016026,0,1,4.016026,202210,4000,192.75,799.49,0,799.49,2022Q3,0,Unknown,0
210493,38,202208,20-09-2023,FUEL-ONLY PARENT ACCT,0,22-11-2021 10:52,FOLCROFT,PA,19032,7,7,3,3800,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
134212,14,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,29-01-2022 08:39,MISSOURI CITY,TX,77459,7,7,10,5500,Q,INACTIVE,PERM LOCK,0,FMMC,NAL MC,01-10-2022,0,0,0,0,0,0,0,202210,A,80,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q4,0,Unknown,0
161719,38,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,12-04-2012 07:13,Unknown,Unknown,Unknown,30,14,16,43120,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,14792.93,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,16698.54,3,202210,43120,11.7,0,426.72,438.42,202210,43120,3180.575,18448.98,0,18448.98,2022Q3,0,Unknown,0
223303,58,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,26-04-2022 11:27,CALDWELL,ID,83605,14,10,9,2000,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,99,59.75,681.25,1179.84,88.51,202212,F,26,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202211,2033.72
251734,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,20-04-2023 09:57,DESERT HOT SPRINGS,CA,92240,7,5,10,13000,Z,UNLOCKED,UNLOCKED,0,ARMC,NAP,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202305,15460.46,5,202304,13000,0.18,0,0,0.18,202304,13000,60.27,277.2,0,277.2,Unknown,0,Unknown,0
166423,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,01-10-2014 17:37,JANESVILLE,WI,53546,30,21,45,8700,U,Unknown,UNLOCKED,0,Kwik Trip,NAP,01-10-2022,0,2252.68,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,2474.57,1,Unknown,0,0,0,0,0,202210,8700,564.808,2135.65,68.78,2204.43,2022Q3,0,Unknown,0
235350,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,08-09-2022 10:31,Winston Salem,NC,27106,30,15,7,200,M,A/R REASON,PERM LOCK,0,BP,NAP,01-12-2022,0,317.61,0,0,0,0,0,202212,X,0,Unknown,0,0,202212,327.61,1,202212,200,-0.9,0,10,9.1,202211,200,82.887,313.88,3.73,317.61,2022Q4,0,Unknown,0
133069,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-01-2022 08:15,MISSOURI CITY,TX,77489,30,14,10,17500,R,FRAUD,PERM LOCK,0,SWMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,F,39,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
293025,10,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-07-2014 10:05,QUEBEC,QC,G2N2G7,30,14,18,6500,Z,UNLOCKED,UNLOCKED,0,UMMC,NAP,01-10-2022,2.76,60,0,0,0,0,0,202211,A,74,Unknown,0,0,202211,62.76,1,202211,6500,0,0,2.244294,2.244294,Unknown,0,0,0,0,0,2022Q3,0,202307,2.99
141160,53,202208,11-05-2022,0,37000,29-04-2022 08:09,HIGGINSVILLE,MO,64037,30,15,5,37000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
320643,0,Unknown,05-09-2019,178155,2500,25-08-2019 13:11,MODESTO,CA,95354,30,16,10,2500,0,Business Closed,PERM LOCK,0,ARMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
139863,60,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,09-04-2022 08:59,BLUE ISLAND,IL,60406,30,14,7,1000,G,OVERDUE,PERM LOCK,0,BPMC,NAP,01-10-2022,0,0,58,0,180.9,0,0,202210,C1,78,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202309,150
213933,58,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-01-2022 10:41,DAVENPORT,FL,33837,30,10,7,600,M,NSF,TEMP LOCK,0,Fuelman,Fuelman,01-10-2022,0,217.36,15,96.46,0,0,0,202212,B,71,202211,150,1,202210,96.46,1,202210,600,19.58,0,9.99,29.57,202210,600,31.472,115.05,0,115.05,2022Q4,0,202302,274.39
217161,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,17-02-2022 10:46,LOVELAND,OH,45140,30,10,16,6300,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,3688.24,0,0,0,0,0,202210,X,0,Unknown,0,0,202210,5132.89,2,202210,6300,181.32,0,37.8048,219.1248,202210,6300,1087.053,4285.23,0,4285.23,2022Q4,768,Unknown,0
125924,50,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,18-09-2021 08:25,GRAND PRAIRIE,TX,75051,7,10,10,300,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,01-10-2022,0,0,0,0,0,0,0,202211,X,70,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,570,Unknown,0
260009,1,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,30-03-1987,Unknown,Unknown,Unknown,30,22,23,27960,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,0,351.24,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,394.94,1,202210,27960,-10.8,0,23.66,12.86,202210,27960,148.009,554.84,0,554.84,2022Q3,0,Unknown,0
164491,1,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,27-02-2014 16:48,WYTHEVILLE,VA,24382,7,1,1,15000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,1832.66,0,0,0,0,0,202210,A,78,Unknown,0,0,202210,2164,4,202210,15000,184,0,25,209,202210,15000,581.713,2066.81,0,2066.81,2022Q3,0,Unknown,0
255791,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,17-12-2003,Unknown,Unknown,Unknown,30,7,16,6100,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,1132.63,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,1137.63,1,202210,6100,1.26,0,5,6.26,202210,6100,171.259,860.81,0,860.81,2022Q3,0,Unknown,0
180345,56,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,13-11-2018 17:16,SACRAMENTO,CA,95826,30,14,16,15120,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,4974.44,0,0,0,0,0,202212,X,66,Unknown,0,0,202210,4478.38,2,202210,15120,5.22,0,64.02,69.24,202210,15120,976.812,5696.22,24,5720.22,2022Q3,785,Unknown,0
144018,60,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,15-06-2022 08:10,HOPEWELL,VA,23860,30,21,10,4000,I,BAD AGENCY,PERM LOCK,0,FMMC,CorpayOne,01-10-2022,-9.73,0,58,0,4652.6,0,0,202210,C1,59,202212,1000,1,202210,900,3,202212,4000,0,0,50,50,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
226284,60,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,01-06-2022 15:44,WEST PALM BEACH,FL,33407,14,10,9,1500,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,85,15.93,7.75,563.25,0,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202212,590.96
276220,23,202208,23-08-2019,0,10500,11-05-2017 08:46,WILMORE,KY,40390,30,30,30,83000,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
197178,22,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,03-06-2021 11:23,PARKER,CO,80134,14,10,10,500,M,Inactive,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202211,D,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,664,Unknown,0
258758,28,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,31-05-1985,Unknown,Unknown,Unknown,30,15,10,1000,M,OTHER,PERM LOCK,0,BP,NAP,01-10-2022,73.2,0,0,0,0,0,0,202210,A,0,Unknown,0,0,202210,73.2,1,202210,1000,-1.35,0,20,18.65,202210,1000,39.079,151.6,0,151.6,2022Q3,0,Unknown,0
208733,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,01-11-2021 11:20,AUBURN HILLS,MI,48326,30,10,16,1000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,A,79,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
185549,54,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,24-01-2020 16:36,NEWARK,OH,43055,30,18,16,0,M,OVERDUE,PERM LOCK,0,BP,NAP,01-10-2022,0,0,141,0,0,0,110.29,202210,A,79,Unknown,0,0,202303,110.29,1,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q4,0,202302,110.29
283572,33,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,04-03-2020 10:55,LITHONIA,GA,30058,30,15,10,1000,R,FRAUD,PERM LOCK,0,FMMC,NAL MC,01-10-2022,0,0,38,6,6,0,0,202210,F,8,Unknown,0,0,Unknown,0,0,202210,1000,0,0,6,6,Unknown,0,0,0,0,0,Unknown,0,202211,24
141913,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-05-2022 08:10,EGG HARBOR TOWNSHIP,NJ,8234,30,14,5,10000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,01-10-2022,0,108.64,2,60,0,0,0,202210,B,78,Unknown,0,0,202210,379.21,3,202210,10000,5.15077935,0,10,15.15077935,202210,10000,101.71,384.53,0,384.53,2022Q4,794,Unknown,0
301930,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-02-2017 11:05,BRIDGEPORT,CT,6606,30,15,10,14000,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,01-10-2022,0,1390.51,0,0,0,0,0,202212,B,73,Unknown,0,0,202210,3731.47,1,202210,14000,0.303264,0,0,0.303264,202210,14000,1037.26,3475.81,0,3475.81,2022Q3,0,Unknown,0
130654,43,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,27-11-2021 08:22,ATLANTA,GA,30318,30,14,7,2000,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,01-10-2022,1043.54,0,23,0,185.39,0,0,202211,C1,62,202210,1228.93,1,202211,600,1,202210,2000,0.435,0,60,60.435,202210,2000,8.62,30,0,30,2022Q3,652,202302,773.93
288963,3,202208,09-06-2021,0,40500,14-01-2017 10:45,WIXOM,MI,49393,30,15,10,40500,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
137746,61,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,16-03-2022 12:10,ADDISON,IL,60101,30,21,10,2000,I,BAD AGENCY,PERM LOCK,0,FMMC,CorpayOne,01-10-2022,0,0,93,0,559.02,433.65,251.28,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202211,1243.95
175025,43,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,28-04-2017 15:56,RALEIGH,NC,27610,30,15,7,2000,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,351.85,0,0,0,0,0,0,202210,B,75,Unknown,0,0,202210,351.85,1,202210,2000,-2.25,0,50,47.75,202210,2000,71.783,246.69,0,246.69,2022Q3,658,Unknown,0
197197,25,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,03-06-2021 11:25,KANKAKEE,IL,60901,15,10,10,2000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,62.48,0,0,0,0,0,202210,B,80,Unknown,0,0,202210,151.9,1,202210,2000,6.35,0,84.33,90.68,202210,2000,32.571,140.02,0,140.02,2022Q3,0,Unknown,0
187821,4,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,27-08-2020 11:02,REYNOLDSBURG,OH,43068,30,15,3,7400,M,BAD AGENCY,PERM LOCK,0,BP,NAP,01-10-2022,0,0,0,0,0,0,0,202211,B,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
260345,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-06-1993,Unknown,Unknown,Unknown,30,15,16,6000,M,OTHER,PERM LOCK,0,BP,NAP,01-10-2022,0,153.67,0,0,0,0,0,202212,A,68,Unknown,0,0,202211,75,1,202210,6000,0,0,11.5,11.5,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
215516,24,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,28-01-2022 15:56,MIAMI,FL,33172,7,7,3,10000,M,Inactive,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,C1,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q4,688,Unknown,0
248581,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,09-11-2022 09:11,FAIRFAX,VA,22032,30,14,10,4000,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,01-12-2022,0,714.62,0,0,0,0,0,202212,X,13,Unknown,0,0,Unknown,0,0,202211,4000,9.70278111,0,0,9.70278111,202211,4000,146.311,530.91,191.01,721.92,Unknown,0,202306,4244.62
158147,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,04-11-2022 09:11,TUSCALOOSA,AL,35405,15,10,10,1800,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,NA,0,0,0,0,0,0,0,202212,A,80,Unknown,0,0,202212,288.39,1,202212,1800,10.282345,0,0,10.282345,202212,1800,130.038,421.65,0,421.65,2023Q1,779,Unknown,0
297972,0,Unknown,04-03-2020,182460,0,18-02-2020 08:48,HEFLIN,AL,36264,30,7,10,5000,R,FRAUD,PERM LOCK,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
191403,54,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,05-02-2021 15:44,INDIANAPOLIS,IN,46201,30,10,16,200,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,96.53,0,0,0,0,0,202211,B,71,Unknown,0,0,202210,191.51,1,202211,200,0,0,87.93,87.93,202211,200,41.14,187.47,0,187.47,2022Q3,0,Unknown,0
307288,13,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,17-04-2012 12:11,BECKER,MN,55308,30,13,18,18000,A,Other,PERM LOCK,0,UNMC,NAL MC,01-10-2022,0,26.25,0,0,0,0,0,202210,A,76,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
215237,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,26-01-2022 10:30,GALVA,IL,61434,30,10,10,4500,M,AGENCY REV,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,D,77,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
266960,0,Unknown,10-04-2019,177871,0,10-03-2019 12:58,MAGNOLIA,AR,71754,30,15,10,2500,Q,INACTIVE,PERM LOCK,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
150282,24,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-07-2022 08:10,MCDONOUGH,GA,30252,7,7,10,2000,I,BAD AGENCY,PERM LOCK,0,SWMC,NAP,01-10-2022,0,0,41,0,2097.17,0,0,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202212,2097.17
310819,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,05-01-2019 09:34,CLERMONT,IA,52135,30,30,10,2300,Z,UNLOCKED,UNLOCKED,0,CSMC,NAP,01-10-2022,0,907.17,0,0,0,0,0,202210,B,73,Unknown,0,0,202210,903.7,1,202210,2300,6.622075,0,0,6.622075,202210,2300,91.268,357.95,0,357.95,2022Q3,0,Unknown,0
